Unnamed: 0,date,tweet,username,sentiment
1055,2022-03-20 18:16:14,"@aniesbaswedan @MotoGP Pas Dateng Hujan derasss.. jelas  menandakan sumur resapan di Mandalika berfungsi menyerap ke tanah, Hanya di Jakarta saja yang airnya masuk kerumah.",SSatyaris,1
1056,2022-03-20 18:15:35,"Tim @MotoGP hingga riders ikut menyaksikan ritual PAWANG HUJAN di Sirkuit Mandalika, Lombok, NTT pada hari Minggu sore (20/03/2022).  #IndonesianGP   https://t.co/kf2HIM7scp",sirajapadoha,1
1081,2022-03-20 18:10:24,heran kenapa pada sensi banget sm masalah pawang hujan mandalika ya? wkwk,mariberleha,2
1082,2022-03-20 18:10:07,"Gua ga berdoa buat mandalika, tapi gua masih masyarakat indonesia, Ente terlalu normatip, ga kreatip..",Birr_Hitam,0
1093,2022-03-20 18:07:12,Mandalika banyak crash karena di indonesia apapun yang baru harus ada tumbalnya ??,wonderkidd19,2
1094,2022-03-20 18:07:11,"@SiaranBolaLive Min, nyinyirmu gk berbobot. Kasihan, hanya mempertontonkan kebodohanmu doang. Dibayar berapa sih buat nyinyirin event kebanggaan kita, yg sdh berhasil menduniakan Mandalika - Indonesia?",sangamei,2
1096,2022-03-20 18:07:07,Tampi Asih mandalika dan seisinya.  Banyak pelajaran yang diambil dari event ini.  https://t.co/LWImSC117z,Triagusssss,1
110,2022-03-20 23:44:53,"Miguel Oliveira, Juara MotoGP 2022 Mandalika, Ternyata Dokter Gigi dan Masih Kuliah S2 Lho! -  https://t.co/n1Bq6qGoVd .....",kalderanews,0
111,2022-03-20 23:44:48,"@lucywiryono Keren sih semoga taun taun ke depannya mandalika tetep dipake buat kalender moto gp, dan semoga bisa ntn langsung di sirkuit tahun depan ??",piki_ajah,1
1113,2022-03-20 18:02:43,"@KompasTV tahun depan kl bisa moto gp di mandalika jgn bulannuymusim hujan, biar ga ada lg pawang hujan,",Priadisamudra78,2
1114,2022-03-20 18:02:06,"@AnjasTirta5 @bobbyanggaras @nung_306 @ernestprakasa Oh.. Abg datang ke mandalika, ya? Pantesan tau banyak kursi kosong ??",Riissskyyy,2
1119,2022-03-20 18:01:41,"@lucywiryono Pertama bertksh kpd Tuhan YME krn Dialah yg membuat semua jadi berhasil. Kedua kpd pemerintah Jokowi dn kabinet Indonesia Maju 3. kpd Pemda NTB Lombok Mandalika  4. Kpd masyarkat Mandalika 5. Kpd aparat personel semua sipil dn militer yg ikut bertugas. 6. Tenaga medis, transport",bravetrackindo,1
1120,2022-03-20 18:01:06,Kabar ganda putra juara d All England tenggelam karena sibuk ngebahas mandalika dgn pawang nya,samodner,0
1121,2022-03-20 18:00:51,"@KakakMade Ig resmi tim yg juara hari ini.  Menyebut balapan di surga, sebuah kiasan akan indahnya Mandalika.??  https://t.co/LzvqpUtFUr",YdhAdsmr,1
1122,2022-03-20 18:00:49,"moto GP Mandalika, yg terkenal bukan juaranyaa tapi pawang hujannya, wkwkwkwkwk",rulazmissf,0
1124,2022-03-20 18:00:28,Ah! Jangan² pengunjung di Mandalika salah sebut nama orang? Anies Presiden !!! Anies RI-1 !!!,Wisnubrata6,0
1128,2022-03-20 17:59:54,"Selain aktif membagikan pembaruan terkini terkaitan MotoGP 2022 di Mandalika, Simon juga aktif membagikan aktivitasnya sehari-hari selama di Mandalika. @kemkominfo @PlateJohnny  https://t.co/BeICRBHZnr",delArdian_,0
113,2022-03-20 23:44:17,Pagi pagi ada yang bikin rise and shine ada yang bikin badmood   Yang bikin semangat  -Lomba MotoGP di Mandalika Indonesia bisa dibilang sukses - Scuderia Ferrari 1-2 di GP Bahrain  Yang bikin males - Madrid di bantai  - Lee Si-woo sama Jin hakyung putus ????????,minatagram37,1
1133,2022-03-20 17:58:20,@aditbozonk @lucywiryono Hubungan mrk dg suksesnya GP Mandalika apa? Yg dibahas bkn nya perhelatannya ya? Lain kl kl ngasih kesimpulan yg nyambung lah...,Anton44420036,0
1135,2022-03-20 17:57:46,@Mdy_Asmara1701 Wahhh berarti yang selama ini myinyir ama Mandalika ternyata diam2 penggemar MotoGP berjamaah.  Diam2 nonton ehhh ketemu idolaaaa …,gathoe18,0
1136,2022-03-20 17:57:38,@Dennysiregar7 Alhamdulillah motoGP Mandalika sukses karena Pak Anies hadir di sana. Terima kasih Pak Anies.,agusvelocity,1
1140,2022-03-20 17:56:56,@Pencerah__ Pawang hujan Kadrun minta hujan kalah hujan dihentikan oleh Pawang hujan Mandalika...??????,manansyarifudd6,0
1141,2022-03-20 17:56:30,Menkominfo juga langsung meninjau Media Center Indonesia (MCI) yang berada di sekitar lokasi sirkuit MotoGP Mandalika 2022. Johnny juga akan melakukan konferensi pers dengan media yang di sana selama 15 menit. @kemkominfo @PlateJohnny  https://t.co/6Je0k751iI,delArdian_,0
1142,2022-03-20 17:56:22,"Para kadrun pd kebakaran jenggot liat kesuksesan Presiden @jokowi bangun Sirkuit Mandalika dg adanya MotoGP. Disisi lain media menunggangi mencari rating, ada yg nulis dana bangun sirkuit=beasiswa 200rb mahasiswa ada jg yg nulis meme marquez gabisa masuk RS karena ga punya BPJS.",ianngrho,1
1143,2022-03-20 17:55:41,"Terhitung sejak tahun 2020, dan performa pembalap idola saya, Valentino Rossi menurun.  Saya jarang melihat dan mengikuti MotoGP.  2022, MotoGP di Indonesia, tepatnya di Mandalika, NTB. Lalu mengikuti beritanya dari FP, Qualifikasi sampai Race.",dimasbayua_,0
1146,2022-03-20 17:55:18,MotoGP Mandalika 2022 benar-benar seru dan ngga bisa ditebak. Sumpah greget ngikutinnya mulai dari kelas Moto3 sampai MotoGP.  #MotoGPBarengIndiHome    https://t.co/QPJYXKXM0c,Aoi_Ichijo,0
1148,2022-03-20 17:54:28,selamat bagi kalian para pecinta #MotoGP yang sudah bahagia dari kami suporter bola ??  buat yang faham aja #IndonesianGP #mandalika #Liga1,packbambang_,1
1150,2022-03-20 17:54:08,"@EnggalPamukty terserah lu. Poinnya, tadi semua orang yg ada di Sirkuit Mandalika have fun kok. Lagi pula bu Rara gak asal nerobos gitu, dia itu dah pasti diizinin sama pihak yg berwenang. Jan gitu yah lain kali, ngejatuhin tanah air lo sendiri????.",cakradwisaput14,1
1161,2022-03-20 17:51:32,Ya Allah baru tune in dan sadar ada pawang hujan di Mandalika. ??,drlrst,0
1170,2022-03-20 17:49:51,Kirakira kalo masuk dalam teori perencanaan pembangunan sirkuit mandalika ini pake teori apa ya?,Shidrezakura,0
1179,2022-03-20 17:47:54,"Tidak sengaja mengeluarkan petirnya ke sirkuit mandalika, Thor akui ada kesalahan pada mjolnir ??",setara_samarata,0
1180,2022-03-20 17:47:28,"Gegara arif muhammad @Poconggg cuci mobil, hujannya sampe mandalika dan kontroversi sampe sekarang.",instastori,2
1185,2022-03-20 17:47:08,"Kehadiran pawang hujan adalah serba serbi dalam Moto GP Mandalika, intinya adalah penyelenggaraannya sukses yg dunia mengakuinya. Itulah yg membuat Kadrun dan barisan sakit hati tidak rela atas kesuksesan Moto GP Mandalika.  https://t.co/LvBk9A1SFR",wisnu_aj1,1
119,2022-03-20 23:43:35,@aniesmania Ahirnya studi banding ke mandalika,cakace90125,0
1202,2022-03-20 17:43:27,"@lucywiryono Tahun depan pasti lebih baik. tidak pernah ada kata sempurna, karena selalu ada ruang untuk menjadi lebih baik lagi. Mandalika sukses, Indonesia Bangga.",depipriyono,1
1203,2022-03-20 17:43:14,"Setelah riset data tentang pawang hujan MotoGp mandalika, bisa di simpulkan bahwa hujannya merupakan bagian dari teknik marketing si pawang, sengaja dibiarin dulu baru di redain biar keliatan jutsu-jutsunya ampuh, bahkan approved by motoGp nya ????",izipiziy,1
1204,2022-03-20 17:43:12,@Ghurem2 Mmg warga Mandalika tak kenal anies ... kwatir daerahnya ketularan kayak DKI ????,mochhanafi1964,2
1208,2022-03-20 17:41:56,"Hajatan, pertandingan bola dikampung, atau acara2 lainnya dibbrp kalangan masyarakat memang masih ada yg menggunakan Jasa pawang hujan.Tpi biasanya mereka dibalik layar, Kalaupun gagal tdk jd bahan olokan??  Di Mandalika pawangnya keluar &amp; disiarkan live! ??",AyangCakep,0
121,2022-03-20 23:43:25,"Miguel Oliveira, Juara MotoGP 2022 Mandalika, Ternyata Dokter Gigi dan Masih Kuliah S2 Lho! -  https://t.co/n1Bq6qGoVd .......",kalderanews,0
1211,2022-03-20 17:41:14,@pentol_balap kon tertinggal a kok gak ndelok nang mandalika??,ahmadrafi88,0
1214,2022-03-20 17:40:52,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '40,wan_3s,0
1215,2022-03-20 17:40:48,"Kabar Baik dari MotoGP Mandalika: Homestay Penuh, Taksi Online Panen  https://t.co/LtwHKbTN28",MSNindonesia,1
1216,2022-03-20 17:40:46,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '39,wan_3s,0
1218,2022-03-20 17:40:38,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '38,wan_3s,0
1221,2022-03-20 17:40:24,@XLAxiata_Tbk XL Axiata Bersama Juara di Mandalika #JadiLebihBaik #JuaradiMandalika '36,wan_3s,0
1222,2022-03-20 17:40:21,"Baby Allien terjatuh hanya di mandalika, info terupdate di  https://t.co/WGMYW98n69 lainnya dengan review menarik.",Brave04_G,2
1224,2022-03-20 17:39:58,"Miguel Oliveira @_moliviera88 dua kali perawani (juara) dua sirkuit baru di ajang MotoGP, Algarve Portugal 2020 dan  MotoGP Mandalika Indonesia 2022. Miguel Oliveira, Juara MotoGP di Sirkuit Mandalika  https://t.co/NSmKnDQ6TS via @YouTube",DeniHendrayan10,0
1226,2022-03-20 17:39:40,"Ternyata salah, Gua pikir BMKG bilang hujan petir yg terjadi di arena balap motogp mandalika karena kuat nya aura negatif yg di bawa oleh pak lurah..????????  https://t.co/tpRs7erybm",Tgk_Adam2,0
1227,2022-03-20 17:39:38,@moeftens Ribuan masjid tapi isinya puluhan..apalagi subuh. Mungkin pihak mandalika sudah panggil ustadz tapi hujannya ga berhenti juga,Syahidul_haq,2
1230,2022-03-20 17:37:02,@maspiyuaja Allah tunjukkan kekuasaanNYA di mandalika. Kebangetan klo ga sadar2 juga.,PangeranBiru212,2
1234,2022-03-20 17:36:28,"Lebih lucu mereka yang percaya zodiak, dari pada yang percaya pawang hujan #mandalika #gpmandalika #MandalikaKitaBangga",DSiroth,0
1235,2022-03-20 17:36:15,@FemmyManroe @rizieqdivist Nich @Rins42 katanya dapet oleh2 dari mandalika berupa aspal yg katanya terbaik di dunia ????  https://t.co/RbDPSiNWp8,adn_afandi,1
1239,2022-03-20 17:34:45,"justru dengan adanya mbak Rara , perhelatan @MotoGP Mandalika jadi lebih menarik dan entertain.  https://t.co/P6jPoxzFvq",risahardanto,1
1241,2022-03-20 17:33:58,"Walaupun masih ada kekurangan, tetapi Indonesia termasuk sukses dalam penyelenggaraan MotoGP di Mandalika.   Apresiasi untuk semua pihak yang terlibat dan terkait penyelenggaraan #IndonesianGP di #Mandalika. ????  https://t.co/ZfmzHziqFo",gededanaMMD,1
1242,2022-03-20 17:33:30,"Indonesia punya cerita, langsung ke Hj. Naim atau ke tukang urut cimande ini @marcmarquez93 dari Mandalika ?? #mandalika #IndonesianGP  https://t.co/vGFlBGEP09",iwanchan_,1
1244,2022-03-20 17:33:05,"@permata63x @dexglenniza Jadi gini.   Yang harus di kritisi masalah mandalika itu adalah kesiapan infrastruktur penunjang.   Tapi yang di serang?  Pawang ujan, penonton sepi (padahal rame) , hotel kosong (padahal penuh) .   Jadinya hal kritis nya gak di bahas tapi hal receh nya yang di bahas.",raykairi,2
1253,2022-03-20 17:31:04,"Dampak ekonomi bagi warga sekitar sirkuit Mandalika diungkapkan Sandiaga Uno. Ada sopir taksi online sudah meraup Rp 1,8 juta di pagi hari.  https://t.co/BECSNqkYKK",kumparan,1
1255,2022-03-20 17:30:38,"@alisyarief Kalau gak sanggup beli tiket nonton langsung di sirkuit, harusnya nonton live MotoGP Mandalika di Trans7. Jadi gaj ketinggalan berita. ??",nofaria_cen,0
1261,2022-03-20 17:29:23,"@MemeComicIndo Banyak meme yg lebih lucu ttg mandalika....y cmn miminya udah anti rejim sih, memenya jadi sampah doang",Tree_333,2
1268,2022-03-20 17:28:21,"Cantiknya Trofi MotoGP Mandalika 2022, Ternyata Hasil Karya Anak Bangsa, Terbuat dari Bahan Ini  https://t.co/POizevCGyL",karawang_online,1
1269,2022-03-20 17:28:03,"Gubernur DKI Jakarta Anies Baswedan menyaksikan langsung ajang balap MotoGP Indonesia yang berlangsung di Sirkuit Mandalika, Lombok, Tengah. NTB. #AniesBaswedan  https://t.co/8j7OZ8RkUj",jpnncom,0
127,2022-03-20 23:42:34,@GOAL_ID Bagai mandalika tanpa pawang,afif_mukti,0
1271,2022-03-20 17:27:36,Tungguin aja pawang hujan mandalika bentar lagi ada di podkes deddy corbuzier,martintebe,0
128,2022-03-20 23:42:28,@si_heulang Keren @ridwankamil membawa produk lokal untuk mendunia melalui motogp mandalika sebagai merchandise,dani_ardiani,1
1283,2022-03-20 17:26:09,Miguel Oliveira Keluar Sebagai Pemenang MotoGP Mandalika! Marquez Absen Karena Gegar Otak!  https://t.co/Kb1t94eWWS,tendabesar,0
1293,2022-03-20 17:24:47,Setelah melihat MotoGP di Mandalika siang tadi saya semakin yakin bahwa Indonesia memang sudah siap menyelenggarakan event-event olahraga besar di dunia (semoga masih kesampean untuk F1 di Indonesia).   Yang ga siap ya cuma masyarakatnya aja. Bebal ketulang. Segala hal didebatin.,alewithe_,1
1303,2022-03-20 17:23:49,Huassuu tak kirain ini beneran kejadian di Mandalika barusan ternyata editan. Sueweekk...??????  https://t.co/nsAH30NDhO,dwioktariyadi,0
131,2022-03-20 23:41:40,"Menteri BUMN Erick Thohir : MotoGP Mandalika Sukses,Kesempatan Kita Kuatkan Brand Pariwisata Indonesia di mata Dunia. . . . Wonderful Indonesia...!  @erickthohir  #DenganETMerdekaBerdaulat  https://t.co/eDCKwHxzCi",CryptoKuta,1
1313,2022-03-20 17:21:42,"Lalu apa maksud malaikat mengeksiskan dirinya di mandalika siang tadi?  Karena kita ketahui, malaikat hanya melakukan sesuatu jika itu adalah perintah dari Allah.",fadlybahari,0
1314,2022-03-20 17:21:30,@irhamarfansyah Dukun mandalika isi tiktok den padahal nyo a,nayjeee,0
1317,2022-03-20 17:20:01,"pihak mandalika mendatangkan pawang hujan, yang pasti hal tersebut sangatlah konyol, katanya bukan hanya event moto GP doang sih, tapi di banyak event kenegaraan lainnya, cuma sekedar melestarikan tradisi atau bener yakin cara itu bisa mengendalikan hujan..?",FajarAriefianto,2
132,2022-03-20 23:41:34,@Rizmoella @Syarif_Lubis_ @ando_lan @MotoGP Brti barus di pindah ke mandalika kampungmu..biar nitijen ga heboh,agus_wid21,0
1324,2022-03-20 17:18:40,"Dari pawang hujan mandalika, kita belajar....",Pink_Guava69,0
1331,2022-03-20 17:17:35,"@Yadiwiyanto1 @RonaldLampard8 Ini bisa menjadi pekerjaan yg luar biasa di masa depan, tdk hanya utk even besar sepertI GP Mandalika, kemampuan mengatur/menghentikan hujan dapat digunakan utk mengatasi banjir, bahkan sangat dibutuhkan di dunia pertanian dan sektor lainnya, perlu lembaga baru utk ngurus ini ...",Asmuddin1,1
1332,2022-03-20 17:17:32,@maspiyuaja Nonton juga yaa... Kirain haram nonton motogp mandalika...,AnggoroWok,2
1337,2022-03-20 17:16:09,@ABSetyono @MotoGP Mantap. Ajang MotoGP Mandalika sukses.,NabilaAr__,1
1343,2022-03-20 17:15:02,"@GwNKRI @_ekokuntadhi Apakah dengan kehadiran Pawang Hujan di Titik '0' IKN dan di Sirkuti Mandalika ini, membuktikan bahwa fenomena alam hanya mau 'tunduk' dan 'patuh' pada Ritual Hindu... ??  kok gak 'patuh' dan 'tunduk' kpda para Penyembah Baliho..??? ??",OmBregas,2
1344,2022-03-20 17:15:02,@Syarman59 @maspiyuaja @didienAZHAR @MotoGP Eh... Nonton juga yaa... Kirain haram nonton motogp mandalika...,AnggoroWok,2
1348,2022-03-20 17:14:37,@Marchfoward Hari ni budak Malaysia naik podium buat kali kedua di litar Mandalika untuk ATC. Boleh bangga gak tu. ??????  2 kali lagu Negaraku berkumandang hari ni dan kemareng.,wafty_ali,1
135,2022-03-20 23:41:20,"Pada sibuk nyinyir mandalika. Katanya sepi, musyrik Dan menghambur2kan uang. Semua ini bisa terjadi Karena mereka ga nonton langsung hahahha",ayahsadzy,2
136,2022-03-20 23:41:18,"Pawang hujan di Mandalika bisa gak ya mindahin hujannya ke rusia dan ukraina, biar disana hujan trus mrk jd mager, akhirnya bikin indomie smbil nntn netflix aja, gausah perang2.",Kinsriv,0
1366,2022-03-20 17:13:00,"@BanGor9302 @ReyhanWibowo6 @Sigmahalim @_ekokuntadhi Apakah dengan kehadiran Pawang Hujan di Titik '0' IKN dan di Sirkuti Mandalika, fenomena alam hanya mau 'tunduk' dan 'patuh' pada Ritual Hindu... ??  kok gak 'patuh' dan 'tunduk' kpda para Penyembah Baliho..???",OmBregas,2
1368,2022-03-20 17:12:49,"Dah lama ga ngomongin GP sama Papa, tadi blio kerumah nanyain siapa yg juara di Mandalika, sambil pamer tiket pesawat hangusnya, kerna ga kebagian tiket nonton GP. Sebel bgt, kenapa ga pegi aja sih, Lombok kan bagos!! Katanya tujuan utama ya GP, kalo ga bisa GP yaudah ga jadi??",rahmanovi21,0
1370,2022-03-20 17:12:43,"Mengetawakan pawang hujan mandalika, padahal sendirinya percaya dan pemuja zodiak, dasar netizen!!",alfinsaputrra,2
1373,2022-03-20 17:12:36,"@luthfi_thoi @bukoego @ridwanhr btw itu mandalika dilombok, klo gasalah 96% muslim",atozalthaf,0
1377,2022-03-20 17:12:17,"Legenda hidup moto GP, datang langsung ke Mandalika.  Amazing ??????",zidanedjuniorr,1
139,2022-03-20 23:40:44,"Ini Dia! Sosok Pawang Hujan yang Viral di MotoGP Mandalika, Ternyata...  https://t.co/p9skd6y5Er",WargaJurnal,0
1395,2022-03-20 17:11:02,"@lucywiryono Terlepas masih banyak kekurangan sana sini, penyelenggaraan MotoGP Mandalika sudah cukup sukses, dan kita harus banyak belajar lagi supaya ke depannya bisa lebih baik.",BoimAdji,1
14,2022-03-20 23:58:20,"Momen Bangga Oliveira Persembahkan Juara MotoGP Mandalika untuk Risman  https://t.co/SB3US9KHUq  Dari semua berita selama MotoGP Mandalika, berita ini cocok nih jadi gong buat pemerintah &amp; panitia penyelenggara. Gol buat dorong pariwisata di Lombok langsung divalidasi juaranya ??",qronoz,1
140,2022-03-20 23:40:43,@Mdy_Asmara1701 Wahhh kesimpulannya yang selama ini sinis dan nyinyir sama Mandalika ternyata penggemar MotoGP juga dan diem2 nonton.  Ehh ketemu dehhh …,gathoe18,0
1402,2022-03-20 17:10:12,Polisi Turun Tangan Jemput Penonton MotoGP Mandalika yang Terlantar  https://t.co/PfutloVUfG,21BeritaTerkini,2
1405,2022-03-20 17:09:52,Miguel Oliveira Keluar Sebagai Pemenang MotoGP Mandalika! Marquez Absen Karena Gegar Otak!  https://t.co/N2yFxaDcJA,tendabesarid,0
1411,2022-03-20 17:09:23,"Seru bgt tiktok gue fypnya mandalika, masih ketawa bgt liat netijen komenin pajak motor vario yg nolongin marc mati ???? trus ada yg komen dijual vario bekas bonceng marc 70jt??????",lachisolala,0
1412,2022-03-20 17:09:21,"Fyp tiktok isinya Mandalika semua. Saya lebih tertarik esensi tarung antara malaikat Mikail vs Mbak Rara daripada tarung para ridernya. Bayangkan aja, gimana serunya adu mantra antara pawang hujan vs Malaikat yang tugasnya nurunin hujan?",ariejilid_ii,2
1415,2022-03-20 17:08:50,"@Boslak11 @Dennysiregar7 @kumparan Bicara Akuntansi deh. Biaya konstruksi Sirkuit Ancol 60 Miliar, Mandalika 2,5 Triliun. Commitment Fee MotoGP 134 Miliar/Tahun, Formula E 560 Miliar/3 tahun. Depresiasi Aktiva Tetap Mandalika itu tinggi karena bangunan permanen, diluar Maintanance Cost loh yah",GerobakMilMul,0
1424,2022-03-20 17:08:11,"@Belok_dong Kadrun siapa si ? uda cukup, MotoGP Mandalika milik semua rakyat Indonesia. Kita sudah cukup puas dengan penyelenggaraannya, semoga ke depan lebih baik.",BoimAdji,1
143,2022-03-20 23:40:37,"@KetutWicaksana Di Mandalika sudah memakai teknologi modifikasi cuaca dan sudah dibawa sama TNI Angkatan Udara. Ini baru bisa diakui karena kerjanya logis. Lah pawang hujan sudah caranya ga jelas malah ngundang tertawaan 1 tribun, ya kali kearifan lokal ditertawakan gitu?",adnbayu,1
145,2022-03-20 23:40:33,"@Kimansu3 @JohanIs98415847 Setiap manusia mempunyai Talent, Keyakinan msg msg...Keyakinan berhub dgn ""gelombang""...yg sampai pd Sang Kuasa melalui Doa yg baik..maka terjadilah menurut keyakinannya.. Trimakasih Ibu Roro..engkau sdh membantu kelancaran MotoGP MANDALIKA-INDONESIA.",DBahareksa,1
1453,2022-03-20 17:06:00,"semwaasemwa serba mendadak mandalika holic, ngerti otomotive pun tydac, yang penting ikut yang sedang hype.",Gaharaidens,0
1455,2022-03-20 17:05:52,org byk malu atau apalah grgr ada pawang ujan. seenggaknya bisa jadi ciri khas buat marketing mandalika cuk wkwkwk,n00ndaydemon,1
1456,2022-03-20 17:05:45,"@lucywiryono Sudah pasti sangat sukses dan seruh,,, karna banyak cerita menarik di sirkuit mandalika hari ini..??????",iksan46vr,1
1460,2022-03-20 17:04:59,"Jurnalis asal Inggris, Simon Patterson terkejut melihat kecepatan jaringan koneksi internet Telkomsel di Mandalika. Dalam masa dan di Indonesia untuk meliput MotoGP 2022 di Sirkuit Mandalika. @kemkominfo @PlateJohnny  https://t.co/dlPfzjn6oS",NabilaAr__,1
1469,2022-03-20 17:03:54,"@den_drop @KompasTV @SimpleM81378523 ya pokoknya salut utk semua yg terlibat utk kelancaran motogp, termasuk d dalamnya doa kita semua. lbh baik nge blow up kesuksesan motogp mandalika,, kedepannya hrs bisa lbh baik lagi amin",myatom2015,1
147,2022-03-20 23:40:25,"ANIES &amp; Pawang Pawang hujan di Mandalika, sama2 mencuri perhatian para penonton.   Yang satu diharapkan jadi presiden, yang pawang hujan mengharapkan untuk tidak jadi hujan.  Mari kita menikmati Indonesia ini dengan penuh keberagaman.  https://t.co/H2ThNLqyzw",Ozil855282201,1
1472,2022-03-20 17:03:33,"@Lexhendriks3 @Tan_Mar3M Itukan atas perintah Presiden Jokowi utk meramaikan GP Mandalika, dasar kadrun tolol, itu juga menyumbang pemasukan bagi negara. Kadrun kadrun, blum makan nasi bungkus kau ya drum ??",Tian_Xander_08,0
1473,2022-03-20 17:03:33,Aksi Aleix Espargaro Lempar Helm ke Tribun Penonton MotoGP Mandalika ??  #MotoGP  #MotoGPMandalika2022  #motogpindonesia  #pertaminagrandprixofindonesia  #mandakikasirkuit  https://t.co/loCKCRPPqa,PurnomoLuhur,0
1476,2022-03-20 17:03:28,"internet di mandalika lancar mendapat reaksi positif, shout out to bapak AW dan rekan2nya lah???? proud",siapafirsa,1
1478,2022-03-20 17:03:21,"Tuh Betul 'kan, Hujan di Mandalika, ?????????????????? Anies yang Disalahkan!""  https://t.co/yObmBpuvrK",dutaMasarya,2
1496,2022-03-20 17:01:35,"Menteri Komunikasi dan Informatika (Menkominfo) Johnny G. Plate akan melakukan kunjungan kerja (kunker) ke Mandalika, Lombok Tengah, Nusa Tenggara Barat (NTB) pada Minggu (20/3). @kemkominfo @PlateJohnny  https://t.co/ujVGGDD52c",NabilaAr__,0
1499,2022-03-20 17:01:29,Penunggu mandalika gak seneng ama marquez mungkin wk,tujupuluhdua72,2
