,date,tweet,username,tweet_clean,label
14,3/20/22 23:58,@lucywiryono Setuju aspal ulang total biar menyatu satu full track biar ga belang juga juga untuk image mandalika jangka panjang syukur2 lebih dari 10tahun kontrak nya nanti.,ahasyari_inet,Setuju aspal ulang total biar menyatu satu full track biar ga belang juga juga untuk image mandalika jangka panjang syukur2 lebih dari tahun kontrak nya nanti.,1
15,3/20/22 23:58,Terkuak! Ternyata ada Tangan Dingin Gubernur PKS Dibalik Kesuksesan Ajang WSBK MottoGP Mandalika.,abu_waras,Terkuak! Ternyata ada Tangan Dingin Gubernur PKS Dibalik Kesuksesan Ajang WSBK MottoGP Mandalika.,1
16,3/20/22 23:58,@prassetyoAD @MotoGP Petir bukan sembarang petir Petir menyambar race mandalika. .   Assalaumalaikum kakak,andriyand__,Petir bukan sembarang petir Petir menyambar race mandalika. . Assalaumalaikum kakak,0
17,3/20/22 23:58,"Seharusnya, Mba Rara sang pawang hujan sirkuit mandalika di undang ke Santiago BernabÃ©u Agar tidak terjadi 'hujan gol'.   ViscaBarca, ViscaCatalunyaâ¤ðŸ’™ #ElClasico  #WeAreBack",imammustofaaja,"Seharusnya, Mba Rara sang pawang hujan sirkuit mandalika di undang ke Santiago Bernabu Agar tidak terjadi 'hujan gol'. ViscaBarca, ViscaCatalunya",0
18,3/20/22 23:58,"@RonaldLampard8 Kok gak ada berita gregetnya ya Om, Suksesnya Gelaran MotoGP Mandalika diikuti Matinya Kadrun secara berjamaah, cuma Kadrun stres semua...ðŸ˜·",RoellyRosuli,"Kok gak ada berita gregetnya ya Om, Suksesnya Gelaran MotoGP Mandalika diikuti Matinya Kadrun secara berjamaah, cuma Kadrun stres semua...",1
19,3/20/22 23:57,KTM sebelum menang gp mandalika ðŸ¤£ðŸ¤£,irfanaridy,KTM sebelum menang gp mandalika,0
20,3/20/22 23:57,"ada yg sudah ngopi,  ada yg sudah menikmati sarapan pagi, ada yg sudah dandan rapih, ada yg lagi menghirup udara segar di atas gunung atau pantai, ada yg menikmati waktu nonton GP mandalika, ada yg lagi ketawa ketiwi, ada yang lagi...ada yang lagi...tak akan habis untuk dihitung",JANUARD_1,"ada yg sudah ngopi, ada yg sudah menikmati sarapan pagi, ada yg sudah dandan rapih, ada yg lagi menghirup udara segar di atas gunung atau pantai, ada yg menikmati waktu nonton GP mandalika, ada yg lagi ketawa ketiwi, ada yang lagi...ada yang lagi...tak akan habis untuk dihitung",1
21,3/20/22 23:57,@MayaA62580468 Andaikan mbk Rara bisa mindahin UAS sprti ujan di Mandalika pasti Indonesia aman&amp,Grace86284422,Andaikan mbk Rara bisa mindahin UAS sprti ujan di Mandalika pasti Indonesia aman&ampejahtra,0
22,3/20/22 23:57,"Bani jambanðŸ¸ðŸ· meriang .  Gubernur DKI Anies Baswedan menjadi rebutan selfie pengunjung selepas menonton pertandingan MotoGP Mandalika. Bahkan, pengunjung meneriaki Anies 'Presidenku'.  https://t.co/ceO8T4OAjI",IATeam___,"Bani jamban meriang . Gubernur DKI Anies Baswedan menjadi rebutan selfie pengunjung selepas menonton pertandingan MotoGP Mandalika. Bahkan, pengunjung meneriaki Anies 'Presidenku'.",0
23,3/20/22 23:57,@SantorinisSun Dokter gigi yg humble menjadi juara Moto GP mandalika pertamina,hideo_samuel,Dokter gigi yg humble menjadi juara Moto GP mandalika pertamina,0
24,3/20/22 23:57,"@Rezaaryasa @randhilicious Kadrun2 dungu ini memang sdh ga punya urat malu lg, kmaren mereka menghujat dan mencaci maki habis2an pembangunan sirkuit mandalika, ehh ternyata skrg justru mereka yg datang berbondong2 ke mandalika nonton motogp termasuk si ab",zuperbold75,"Kadrun2 dungu ini memang sdh ga punya urat malu lg, kmaren mereka menghujat dan mencaci maki habis2an pembangunan sirkuit mandalika, ehh ternyata skrg justru mereka yg datang berbondong2 ke mandalika nonton motogp termasuk si abud sambil selfi sana sini..",1
25,3/20/22 23:57,"@TogaHQ Sebenarnya pesan bung toga nainggolan baik tapi banyak ygresponnya malah sebaliknya, saling menghujat. Yang me ngolokÂ² itu penonton yg ada  di MANDALIKA, bukan KAMI.  https://t.co/rADxJHwsPD",pranoto_yudho,"Sebenarnya pesan bung toga nainggolan baik tapi banyak ygresponnya malah sebaliknya, saling menghujat. Yang me ngolok itu penonton yg ada di MANDALIKA, bukan KAMI.",0
26,3/20/22 23:57,Apresiasi atas dukungan dan fasilitasi untuk usaha UMKM yang dijembatani @erickthohir kemeterian BUMN dalam ajang GP MANDALIKA. #DenganETMerdekaBerdaulat  https://t.co/Emf8EEqj5e,zadozoro,Apresiasi atas dukungan dan fasilitasi untuk usaha UMKM yang dijembatani kemeterian BUMN dalam ajang GP MANDALIKA.,1
27,3/20/22 23:57,"Hadir di Sirkuit Mandalika, Anies Baswedan Luncurkan Aplikasi Digital Pariwisata PulauÂ Seribu  https://t.co/XpFAjwGnU2",radaraktual,"Hadir di Sirkuit Mandalika, Anies Baswedan Luncurkan Aplikasi Digital Pariwisata PulauSeribu",0
28,3/20/22 23:57,@aniesbaswedan @MotoGP @NTB_Prov Kira-kira kapan kita nonto balap formula e pak... udah gk sabar ini pak semoga circuit formula e bisa mendunia seperti circuit mandalika ya pak anis...,firmans85345217,Kira-kira kapan kita nonto balap formula e pak... udah gk sabar ini pak semoga circuit formula e bisa mendunia seperti circuit mandalika ya pak anis...,1
29,3/20/22 23:57,"Dari Mandalika, Anies Baswedan Luncurkan Aplikasi Pariwisata Pulo 1000  https://t.co/Ecm9LE0zZa",OposisiCerdas,"Dari Mandalika, Anies Baswedan Luncurkan Aplikasi Pariwisata Pulo",0
30,3/20/22 23:56,"@ridwankamil @ridwanhr Kalo pak Gub Klaten Ke mAndalika karena undangan pertamina, sesangkan Pak Rid vlogger ke mandalika biaya sendiri... ðŸ˜‚ðŸ¤£ðŸ™ðŸ¤² sehat selalu akang2, ditunggu kolabirasinya...",TalkiWong,"Kalo pak Gub Klaten Ke mAndalika karena undangan pertamina, sesangkan Pak Rid vlogger ke mandalika biaya sendiri... sehat selalu akang2, ditunggu kolabirasinya...",0
31,3/20/22 23:56,"Selamat Indonesia, telah sukses menggelar perhelatan @motogp . Kami bangga! #aerial #motogp #pesonaindonesia @ Sirkuit Mandalika Lombok  https://t.co/1YI4SffeAj",liupurnomo,"Selamat Indonesia, telah sukses menggelar perhelatan . Kami bangga! Sirkuit Mandalika Lombok",1
32,3/20/22 23:56,Pawang MottoGP Mandalika Adalah Sebuah Kearifan Lokal yang jadi Bahan Lelucon dan Tertawaan Dunia Interlokal.,abu_waras,Pawang MottoGP Mandalika Adalah Sebuah Kearifan Lokal yang jadi Bahan Lelucon dan Tertawaan Dunia Interlokal.,2
33,3/20/22 23:56,"Yang kritik dengan bumbu politik di Mandalika biasanya ngga paham cara mengapresiasi , sukses buat #IndonesiaGP",__Bungs,"Yang kritik dengan bumbu politik di Mandalika biasanya ngga paham cara mengapresiasi , sukses buat",1
34,3/20/22 23:55,"@Creatifirman @Puthutea Weeee yg paling bertauhid komen.   Pawang di Mandalika itu non muslim, dan memang begitu cara dia beribadah.",samsulhadi,"Weeee yg paling bertauhid komen. Pawang di Mandalika itu non muslim, dan memang begitu cara dia beribadah.",0
35,3/20/22 23:55,Fabio Quartararo menorehkan catatan tersendiri di MotoGP Mandalika 2022. El Diablo untuk pertama kalinya berhasil naik podium di lintasan basah.  https://t.co/SoxrBQiLxB,detiksport,Fabio Quartararo menorehkan catatan tersendiri di MotoGP Mandalika . El Diablo untuk pertama kalinya berhasil naik podium di lintasan basah.,1
36,3/20/22 23:55,Anies: Suksesnya Mandalika GP tidak hanya Harumkan Lombok tapi juga Indonesia  https://t.co/co4SIlzFbJ,abadikinicom,Anies: Suksesnya Mandalika GP tidak hanya Harumkan Lombok tapi juga Indonesia,1
37,3/20/22 23:55,Banyak umkm yang bisa menjajakan produknya di Mandalika.  https://t.co/nUhjKGjndv,dealova099,Banyak umkm yang bisa menjajakan produknya di Mandalika.,1
38,3/20/22 23:55,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/LgXAuWBYJj,NoviRoose,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti.,1
39,3/20/22 23:54,Awan dari mandalika udah singgah kemana aja ?  https://t.co/HxSBedGcCk,khoirozadit,Awan dari mandalika udah singgah kemana aja ?,0
40,3/20/22 23:54,"Presiden Joko Widodo menyampaikan apresiasi sebesar-besarnya kepada seluruh masyarakat, terutama masyarakat Nusa Tenggara Barat, yang telah memberikan dukungan penuh atas penyelenggaraan MotoGP Mandalika.  Indonesia mendunia ðŸ‘  https://t.co/mW7XWL4CwS  https://t.co/3ABuXVBms5",NgkongRoses,"Presiden Joko Widodo menyampaikan apresiasi sebesar-besarnya kepada seluruh masyarakat, terutama masyarakat Nusa Tenggara Barat, yang telah memberikan dukungan penuh atas penyelenggaraan MotoGP Mandalika. Indonesia mendunia",1
41,3/20/22 23:54,@TRANS7 Terlepas dari apapun isu di luar sana gua mah tetep bangga Indonesia punya sirkuit Mandalika dan menggelar ajang MotoGP,WulanNurFauzia7,Terlepas dari apapun isu di luar sana gua mah tetep bangga Indonesia punya sirkuit Mandalika dan menggelar ajang MotoGP,1
42,3/20/22 23:54,"Pawang Hujan di Sirkuit Mandalika Jadi Sorotan Dunia, Istana: Bukan Permintaan Jokowi  Bukan permintaan Jokowi...??? Ngeles... Sulit sekali untuk percaya omongan tukang ngibul ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜   https://t.co/fdEFPSLCv3",Mukidi_alNgibul,"Pawang Hujan di Sirkuit Mandalika Jadi Sorotan Dunia, Istana: Bukan Permintaan Jokowi Bukan permintaan Jokowi...??? Ngeles... Sulit sekali untuk percaya omongan tukang ngibul",2
43,3/20/22 23:53,"@lucywiryono @langityang7 Saya bangga dengan ritual tersebut, kearifan lokal yg membuat balap MotoGP seri Mandalika menjadi unik... Budaya Indonesia memang luar biasa.... Proud to be Indonesian.",hank_jkt,"Saya bangga dengan ritual tersebut, kearifan lokal yg membuat balap MotoGP seri Mandalika menjadi unik... Budaya Indonesia memang luar biasa.... Proud to be Indonesian.",1
44,3/20/22 23:53,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti. #SemuaDemiindonesiaMaju  https://t.co/aEllKbFLPO,nvroost,Pembangunan infrastruktur telekomunikasi dalam gelaran Motogp mandalika harus terus diteruskan dan jangan sampai berhenti.,1
45,3/20/22 23:53,"Rame soal dukun itu. Itu bagian dari entertainment, dan pertunjukkan itu berhasil jadi bahan pembicaraan. Kalau orang mengerti pawang, pawang itu gak begitu. Dan yg di Mandalika kemarin bukan perdukunan tapi entertainmen. Bagi yg cerdas. Dah stop dibicarakan. ðŸ˜€",HarrisRegar,"Rame soal dukun itu. Itu bagian dari entertainment, dan pertunjukkan itu berhasil jadi bahan pembicaraan. Kalau orang mengerti pawang, pawang itu gak begitu. Dan yg di Mandalika kemarin bukan perdukunan tapi entertainmen. Bagi yg cerdas. Dah stop dibicarakan.",1
46,3/20/22 23:53,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/xg3thEuNGX,tribunSUPERBALL,MotoGP Indonesia - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika,1
47,3/20/22 23:53,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/bbYGAIG7nx,BolaSportcom,MotoGP Indonesia - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika,1
48,3/20/22 23:53,MotoGP Indonesia 2022 - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika  https://t.co/9EMbO2JBkV,bolasportdotcom,MotoGP Indonesia - Sosok Pawang Hujan yang Menarik Perhatian Dunia Gara-gara Aksinya di Sirkuit Mandalika,1
49,3/20/22 23:53,Buat keluarga dan kerabatnya Tolong beritahu adik Jusmang ini ya bahwa pada saat MotoGP Mandalika ada kok tv nasional yg siarkan...bilang fitnah dan hoax dia sungguh menyakitkan jiwa saya sbg bangsa Indonesia. Manusia satu ini sangat menjijikkan buat saya,suketi666,Buat keluarga dan kerabatnya Tolong beritahu adik Jusmang ini ya bahwa pada saat MotoGP Mandalika ada kok tv nasional yg siarkan...bilang fitnah dan hoax dia sungguh menyakitkan jiwa saya sbg bangsa Indonesia. Manusia satu ini sangat menjijikkan buat saya,2
50,3/20/22 23:53,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/tzFNaNVgsq",BolaSportcom,"MotoGP Indonesia - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika",1
51,3/20/22 23:53,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/6VbuYd8suW",tribunSUPERBALL,"MotoGP Indonesia - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika",1
52,3/20/22 23:53,"MotoGP Indonesia 2022 - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika  https://t.co/svku64v97Y",bolasportdotcom,"MotoGP Indonesia - Selain Anaknya, Sosok Richman Juga Dimuliakan Miguel Oliveira setelah Menjuarai MotoGP Mandalika",1
53,3/20/22 23:53,Sejumlah artis dan pasangan artis ikut memeriahkan ajang MotoGP Mandalika sebagai penonton.  https://t.co/Y7Ik3efhOi,matamata_com,Sejumlah artis dan pasangan artis ikut memeriahkan ajang MotoGP Mandalika sebagai penonton.,1
54,3/20/22 23:52,"@maspiyuaja Alhamdulillah, pembalap,kru dan penonton jadi bisa lebih lama di sirkuit mandalika berkat hujan dan semua adem,kecuali ebong yg kesel anies hadir hahaha",HobiMobil,"Alhamdulillah, pembalap,kru dan penonton jadi bisa lebih lama di sirkuit mandalika berkat hujan dan semua adem,kecuali ebong yg kesel anies hadir hahaha",1
55,3/20/22 23:52,"5 Fakta Sirkuit Mandalika yang Wajib Kamu Ketahui, Pemandangan Indah dan Ada Corak Tenun Sasak -  https://t.co/bBFhAz7tVr",kalderanews,"Fakta Sirkuit Mandalika yang Wajib Kamu Ketahui, Pemandangan Indah dan Ada Corak Tenun Sasak -",1
56,3/20/22 23:51,@Sigmahalim @BrgtRJ @GeiszChalifah Lho gw kan memberi contoh kadrun OD yg menentang Mandalika. Sesuai tweetnya @GeiszChalifah klo yg menentang itu OD.  Masak kalimat simpel bahasa Indonesia kayak gitu aja elu gak ngerti? Apa karena segolongan makanya waji,MaulanaNur,Lho gw kan memberi contoh kadrun OD yg menentang Mandalika. Sesuai tweetnya klo yg menentang itu OD. Masak kalimat simpel bahasa Indonesia kayak gitu aja elu gak ngerti? Apa karena segolongan makanya wajib membela? Ya ya ya,0
57,3/20/22 23:51,"Ini kagak ada yang mau ngomongin kemenangan Miguel Oliveira di GP Mandalika apa ya? Pawang hujan terus gua liat2, sampe pada berdebat ðŸ˜‚",ariefends,"Ini kagak ada yang mau ngomongin kemenangan Miguel Oliveira di GP Mandalika apa ya? Pawang hujan terus gua liat2, sampe pada berdebat",0
58,3/20/22 23:51,@HerryChristant @adri7537 Mantap mas bro bisa menikmati balapan motor gp mandalika.,mamat_oking1,Mantap mas bro bisa menikmati balapan motor gp mandalika.,1
59,3/20/22 23:51,@korantempo Media taek!!  Di mandalika semua hotel full sampai sampai disediakan tenda tenda dan itu pun sudah penuh semua.  Karena gelaran Moto GP yg mendapatakan sambutan luar biasa dari dalam dan luar negeri.,hideo_samuel,Media taek!! Di mandalika semua hotel full sampai sampai disediakan tenda tenda dan itu pun sudah penuh semua. Karena gelaran Moto GP yg mendapatakan sambutan luar biasa dari dalam dan luar negeri.,1
60,3/20/22 23:51,@jayapuraupdate Pawang hujan pertama saat pembukaan mandalika kemana?,Isfy_fav,Pawang hujan pertama saat pembukaan mandalika kemana?,0
61,3/20/22 23:50,@zoelfick @denkmit bener2 ini bule dari kemaren underestimate mandalika...keknya ada pesanan...,KeluargakuC,bener2 ini bule dari kemaren underestimate mandalika...keknya ada pesanan...,0
62,3/20/22 23:50,"@Hilmi28 Dr yg tersaji di Mandalika jls terlihat yg melakukan itu bukan muslim. Itu cara dia beribadah, kok disebut musrik? Berarti Anda menganggap penganut agama sejenis dengan yg ritual di Mandalika sebagai musrik?   Agama mereka beda dengan kita, harga",samsulhadi,"Dr yg tersaji di Mandalika jls terlihat yg melakukan itu bukan muslim. Itu cara dia beribadah, kok disebut musrik? Berarti Anda menganggap penganut agama sejenis dengan yg ritual di Mandalika sebagai musrik? Agama mereka beda dengan kita, hargai itu!!",0
63,3/20/22 23:49,"Sangat benar, @Hilmi28  Melalui ""pawang hujan"" Mandalika, Allah Subhanahu Wa Ta'ala menunjukkan Kuasa Nya Acara berlangsung dengan sukses Tiada seorang pun yang mengalami suatu mala petaka Hingga mereka masing masing tiba dengan selamat dan sehat di tujuan/tempat tinggal mereka",dasaagustus88,"Sangat benar, Melalui ""pawang hujan"" Mandalika, Allah Subhanahu Wa Ta'ala menunjukkan Kuasa Nya Acara berlangsung dengan sukses Tiada seorang pun yang mengalami suatu mala petaka Hingga mereka masing masing tiba dengan selamat dan sehat di tujuan/tempat tinggal mereka",1
64,3/20/22 23:49,"Dengan menggunakan motor perang tua tahun 40-an, Gubernur Jawa Barat @ridwankamil membonceng Pembalap Indonesia Legendaris asal Jawa Barat, kang Tjetjep Heriyana, di Mandalika Lombok.  Kedepannya Pembalap Indonesia harus jadi Juara MotoGP.  Bersama Juara   #rkri #rkri24 #rkri2024  https://t.co/4tp6tm3z02",gnijnasional,"Dengan menggunakan motor perang tua tahun -an, Gubernur Jawa Barat membonceng Pembalap Indonesia Legendaris asal Jawa Barat, kang Tjetjep Heriyana, di Mandalika Lombok. Kedepannya Pembalap Indonesia harus jadi Juara MotoGP. Bersama Juara",0
65,3/20/22 23:49,@marcmarquez93 Jangan banyak dangdutan mangkanya marc keknya sakit pinggang ampe gk bisa ikut pergelaran motoGp di mandalika,ArisRiskyfauzi3,Jangan banyak dangdutan mangkanya marc keknya sakit pinggang ampe gk bisa ikut pergelaran motoGp di mandalika,0
66,3/20/22 23:49,@tubbirfess Pawang hujan yang lama kemana ya? Dulu beliau menuntut karena dikatakan gagal saat uji coba mandalika.,Isfy_fav,Pawang hujan yang lama kemana ya? Dulu beliau menuntut karena dikatakan gagal saat uji coba mandalika.,0
67,3/20/22 23:49,@SisiwittFrida permintaan dorna emang race d mandalika di musim ujan. mungkin emang mau nya ujan.,Dhannygunawan,permintaan dorna emang race d mandalika di musim ujan. mungkin emang mau nya ujan.,0
68,3/20/22 23:48,"Yang dibanggakan #MotoGP bisa berlangsung di Mandalika, tapi lupa tanggung jawab utama: Penonton, yang telah membayar tiket...! #Indonesia #Nalar?  https://t.co/4eF2joI4Y8",ZAEffendy,"Yang dibanggakan bisa berlangsung di Mandalika, tapi lupa tanggung jawab utama: Penonton, yang telah membayar tiket...! ?",2
69,3/20/22 23:48,"@haluajadulu_ @Naufallatif99 @dewahoya Tahun lalu WSBK udah balapan di Mandalika, Nanti November ini juga ada lagi WSBK di Mandalika...",bayoee_wind,"Tahun lalu WSBK udah balapan di Mandalika, Nanti November ini juga ada lagi WSBK di Mandalika...",0
70,3/20/22 23:48,"Overall bangga lah sama penyelenggaraan MotoGP Mandalika. Gw harap Indonesia bisa dikenal karena budayanya, bukan netijennya ataupun kasus-kasusnya. Biar kek Jepang. Budayanya kental dan tetap dipertahankan",Bimantara_H_P,"Overall bangga lah sama penyelenggaraan MotoGP Mandalika. Gw harap Indonesia bisa dikenal karena budayanya, bukan netijennya ataupun kasus-kasusnya. Biar kek Jepang. Budayanya kental dan tetap dipertahankan",1
71,3/20/22 23:48,"Buat saya yg paling ""ngeselin"" itu adalah si pawang ini dibayar. kalo emng ritual pawang ujan ini dianggap ritual keagamaan, saya yakin penganut agama &amp",kakangprabuuuuu,"Buat saya yg paling ""ngeselin"" itu adalah si pawang ini dibayar. kalo emng ritual pawang ujan ini dianggap ritual keagamaan, saya yakin penganut agama &amp; kepercayaan lain jg berdoa spya gak ujan di Mandalika",2
72,3/20/22 23:48,@BangJovi9 Rasanya pengen sliding tekel yg ngasih piala di MotoGP Mandalika kmrn #IstanaSarangMafia #IstanaSarangMafia,AryTGunadi,Rasanya pengen sliding tekel yg ngasih piala di MotoGP Mandalika kmrn,2
73,3/20/22 23:48,@MotoGP Big Thanks to @_TNIAU untuk kerja kerasnya dalam melaksanakan modifikasi cuaca di Mandalika.,RyanAl6699,Big Thanks to untuk kerja kerasnya dalam melaksanakan modifikasi cuaca di Mandalika.,1
74,3/20/22 23:47,Mandalika dihelat penonton bs nonton riuh &amp,,,1
75,3/20/22 23:47,inilah Indonesia ragam budaya dan doa mohon pada Tuhan untuk redakan hujan Mandalika motor GP ....Nyatanya hujan reda dn terang  ....  #æŸ¥å¼€æˆ¿è®°å½• #äººè‚‰æ‰¾äºº  https://t.co/QsVS5gxH4b,zhiai65434218,inilah Indonesia ragam budaya dan doa mohon pada Tuhan untuk redakan hujan Mandalika motor GP ....Nyatanya hujan reda dn terang ....,1
76,3/20/22 23:47,"Ternyata Begini Kisah dan Arti Mandalika, Sang Putri yang Menjatuhkan Diri ke Laut -  https://t.co/Hp3CeSsNDQ",kalderanews,"Ternyata Begini Kisah dan Arti Mandalika, Sang Putri yang Menjatuhkan Diri ke Laut -",0
77,3/20/22 23:47,@danielm17383640 @Naufallatif99 @dewahoya Bukannya kontrak mandalika sampe 2031 ya ?,dollydoldol,Bukannya kontrak mandalika sampe ya ?,0
78,3/20/22 23:47,@f1speed_indo Mandalika nggak bisa buat F1 ya?,Antonio55826640,Mandalika nggak bisa buat F1 ya?,0
79,3/20/22 23:47,"@Naufallatif99 @dewahoya Kayaknya bakalan rutin soalnya dari Dorna ngasih kontrak 10tahun. Event balapWSBK bakalan race di Mandalika untuk ke 2X ,digelar November nanti .",bayoee_wind,"Kayaknya bakalan rutin soalnya dari Dorna ngasih kontrak tahun. Event balapWSBK bakalan race di Mandalika untuk ke X ,digelar November nanti .",1
80,3/20/22 23:46,"@Hilmi28 Iya, Allah menunjukkan kuasanya di Mandalika dengan membuyarkan impian dan harapan manusia2 berhati iblis. MotoGP sukses di gelar berkat pak JokowiðŸ‡®ðŸ‡©ðŸ’¯ðŸ’ª  https://t.co/dK4rf66FQm",ronaldua1,"Iya, Allah menunjukkan kuasanya di Mandalika dengan membuyarkan impian dan harapan manusia2 berhati iblis. MotoGP sukses di gelar berkat pak Jokowi",1
